;< 0.5 cm;> 0.5-1 cm;> 1-2 cm;> 2-4 cm;> 4 cm;< 1 year;> 1 year;< 1;1;> 1;egg;larva;nymph;adult;ovoviviparity;isolated eggs, free;isolated eggs, cemented;clutches, cemented or fixed;clutches, free;clutches, terrestrial/in vegetation;asexual reproduction;aquatic passive;aquatic active;aerial passive;aerial active;eggs, statoblasts;cocoons, housings;diapause or dormancy;none;tegument;gill;plastron, spiracle;flier;swimmer;crawler;burrower;interstitial;attached;microorganisms, detritus (< 1mm);dead plant (>= 1mm);living microphytes;living macrophytes;dead animal (>= 1mm);living microinvertebrates;large animals;absorber, deposit feeder;shredder;scraper;filter-feeder;piercer;predator;parasite;river channel;banks, connected side-arms;ponds, pools, disconnected side-arms;marshes, peat bogs;temporary waters;lakes;crenon;epirithron;metarithron;hyporithron;epipotamon;metapotamon;estuary;outside river system;lowlands;piedmont level;alpine level;flags/boulders/cobbles/pebbles;gravel;sand;silt;macrophytes;microphytes;twigs/roots;organic detritus/litter;mud;null;slow (< 25 cm/s);medium (25-50 cm</s);fast (> 50 cm/s);oligotrophic;mesotrophic;eutrophic;freshwater;brackish water;cold (< 15°C);warm (> 15°C);eurythermic;xenosaprobic;oligosaprobic;b-mesosaprobic;a-mesosaprobic;polysaprobic;< 4;> 4-4.5;> 4.5-5;> 5-5.5;> 5.5-6;> 6;;;;;
CODE_TAXON;TAILLE_1;TAILLE_2;TAILLE_3;TAILLE_4;TAILLE_5;LONGEVITE_1;LONGEVITE_2;VOLTINISME_1;VOLTINISME_2;VOLTINISME_3;STADE_AQUATIQUE_1;STADE_AQUATIQUE_2;STADE_AQUATIQUE_3;STADE_AQUATIQUE_4;REPRODUCTION_1;REPRODUCTION_2;REPRODUCTION_3;REPRODUCTION_4;REPRODUCTION_5;REPRODUCTION_6;REPRODUCTION_7;DISPERSION_1;DISPERSION_2;DISPERSION_3;DISPERSION_4;RESISTANCE_1;RESISTANCE_2;RESISTANCE_3;RESISTANCE_4;RESPIRATION_1;RESPIRATION_2;RESPIRATION_3;LOCOMOTION_1;LOCOMOTION_2;LOCOMOTION_3;LOCOMOTION_4;LOCOMOTION_5;LOCOMOTION_6;NOURRITURE_1;NOURRITURE_2;NOURRITURE_3;NOURRITURE_4;NOURRITURE_5;NOURRITURE_6;NOURRITURE_7;ALIMENTATION_1;ALIMENTATION_2;ALIMENTATION_3;ALIMENTATION_4;ALIMENTATION_5;ALIMENTATION_6;ALIMENTATION_7;TRANSVERSAL_1;TRANSVERSAL_2;TRANSVERSAL_3;TRANSVERSAL_4;TRANSVERSAL_5;TRANSVERSAL_6;LONGITUDINAL_1;LONGITUDINAL_2;LONGITUDINAL_3;LONGITUDINAL_4;LONGITUDINAL_5;LONGITUDINAL_6;LONGITUDINAL_7;LONGITUDINAL_8;ALTITUDE_1;ALTITUDE_2;ALTITUDE_3;SUBSTRAT_1;SUBSTRAT_2;SUBSTRAT_3;SUBSTRAT_4;SUBSTRAT_5;SUBSTRAT_6;SUBSTRAT_7;SUBSTRAT_8;SUBSTRAT_9;COURANT_1;COURANT_2;COURANT_3;COURANT_4;TROPHIE_1;TROPHIE_2;TROPHIE_3;SALINITE_1;SALINITE_2;TEMPERATURE_1;TEMPERATURE_2;TEMPERATURE_3;SAPROBIE_1;SAPROBIE_2;SAPROBIE_3;SAPROBIE_4;SAPROBIE_5;PH_1;PH_2;PH_3;PH_4;PH_5;PH_6;GROUPE_BIO;GROUPE_ECO;GROUPE_BIOECO;SPEAR_SENSIBILITE;SPEAR_CLASSE
181;0.067805185;0.521080821;0.35037509;0.060738905;0;0.826508872;0.173491128;0.145525206;0.665431538;0.189043256;0.326834846;0.335251969;0.337913185;0;0;0;0.105325272;0.787595751;0.03736913;0.069709847;0;0.214896041;0.212810785;0.224500793;0.347792381;0.01306409;0.022530145;0.10958399;0.854821775;0.681178354;0.318821646;0;0;0.040010975;0.631711536;0.040236504;0.0050097;0.283031285;0.119170695;0.19086835;0.303112717;0.151187289;0.017825346;0.11495533;0.102880273;0.033804238;0.332462692;0.300457749;0.144966576;0.027336655;0.160138213;0.000833877;0.358536821;0.342324885;0.074815944;0.024200819;0.042838683;0.157282847;0.140463805;0.215969799;0.168370606;0.169518615;0.107465244;0.067539582;0.027062226;0.103610122;0.666170952;0.237547417;0.096281631;0.414168268;0.094475463;0.091716254;0.024647248;0.160719519;0.019871477;0.099930373;0.076193435;0.018277963;0.108466003;0.333924654;0.373801806;0.183807538;0.596246392;0.278016424;0.125737184;0.943693848;0.056306152;0.351496625;0.078163894;0.570339482;0.166876174;0.39628747;0.328088631;0.104211517;0.004536209;0.014702282;0.035060584;0.07093265;0.169458761;0.241975042;0.467870681;NA;NA;NA;-0.06;1
206;0;0.730429913;0.269570087;0;0;0.698284862;0.301715138;0.301715138;0.698284862;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0.234914243;0.295257271;0.234914243;0.234914243;0;0;0.271822714;0.728177286;0.839856696;0.160143304;0;0;0;0.4;0;0;0.6;0.422979975;0;0.474326658;0.051346683;0;0;0.051346683;0;0;0.376038215;0.564057322;0;0.059904464;0;0.949714144;0;0;0;0;0.050285856;0.177640665;0.303141967;0.119625612;0.242846732;0.09241584;0.03080528;0;0.033523904;0.699600554;0.180151955;0.120247491;0.631714648;0.059904464;0;0;0.17304764;0;0;0.075428784;0.059904464;0;0.129306488;0.379375869;0.491317644;0.83471452;0.16528548;0;1;0;0.637569714;0;0.362430286;0.291000121;0.619143184;0.089856696;0;0;0;0;0;0.260847276;0.260847276;0.478305448;e;NA;a;-0.06;1
207;0;1;0;0;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0.25;0.25;0.25;0.25;0;0;0;0;0.75;0.25;0;0;0;0.4;0;0;0.6;0.5;0;0.5;0;0;0;0;0;0;0.4;0.6;0;0;0;1;0;0;0;0;0;0;0.090909091;0.090909091;0.454545455;0.272727273;0.090909091;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0.6;0.4;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;e;B;a;-0.06;1
208;0;1;0;0;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0.25;0.25;0.25;0.25;0;0;0;0;0.75;0.25;0;0;0;0.4;0;0;0.6;0.5;0;0.5;0;0;0;0;0;0;0.4;0.6;0;0;0;1;0;0;0;0;0;0;0.090909091;0.090909091;0.454545455;0.272727273;0.090909091;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0.6;0.4;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;e;B;a;-0.06;1
209;0;0.25;0.75;0;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0.25;0.25;0.25;0.25;0;0;0.5;0.5;1;0;0;0;0;0.4;0;0;0.6;0.285714286;0;0.428571429;0.142857143;0;0;0.142857143;0;0;0.333333333;0.5;0;0.166666667;0;1;0;0;0;0;0;0.307692308;0.384615385;0.153846154;0.153846154;0;0;0;0;0.5;0.333333333;0.166666667;0.5;0.166666667;0;0;0.166666667;0;0;0;0.166666667;0;0;0.25;0.75;0.75;0.25;0;1;0;0.333333333;0;0.666666667;0.25;0.5;0.25;0;0;0;0;0;0.2;0.2;0.6;e;A;a;-0.05811202;1
2293;0;0.25;0.75;0;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0.25;0.25;0.25;0.25;0;0;0.5;0.5;1;0;0;0;0;0.4;0;0;0.6;0.285714286;0;0.428571429;0.142857143;0;0;0.142857143;0;0;0.333333333;0.5;0;0.166666667;0;1;0;0;0;0;0;0.307692308;0.384615385;0.153846154;0.153846154;0;0;0;0;0.5;0.333333333;0.166666667;0.5;0.166666667;0;0;0.166666667;0;0;0;0.166666667;0;0;0.25;0.75;0.75;0.25;0;1;0;0.333333333;0;0.666666667;0.25;0.5;0.25;0;0;0;0;0;0.2;0.2;0.6;e;A;a;-0.05811202;1
210;0;1;0;0;0;0;1;1;0;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0.2;0.4;0.2;0.2;0;0;0;1;0.75;0.25;0;0;0;0.4;0;0;0.6;0.5;0;0.5;0;0;0;0;0;0;0.4;0.6;0;0;0;0.833333333;0;0;0;0;0.166666667;0.222222222;0.444444444;0.111111111;0.111111111;0;0;0;0.111111111;0.6;0.2;0.2;0.375;0;0;0;0.375;0;0;0.25;0;0;0.428571429;0.285714286;0.285714286;0.75;0.25;0;1;0;1;0;0;0.666666667;0.333333333;0;0;0;0;0;0;0.333333333;0.333333333;0.333333333;e;A;a;-0.05811202;1
276;0;0.26302514;0.553117355;0.183857505;0;0.905464673;0.094535327;0.094250068;0.904482154;0.001267778;0.308039213;0.345980393;0.345980393;0;0;0;0;0.765683854;0;0.234316146;0;0.16828472;0.347306063;0;0.484409217;0.031475921;0;0.308949153;0.659574926;0.5226546;0.4773454;0;0;0;0.96761565;0;0;0.03238435;0.050247562;0.210043026;0.32215128;0.294960758;0.02081181;0.004187517;0.097598047;0.042259003;0.563344246;0.342622544;0;0;0.051774207;0;0.263130212;0.176310501;0.111821606;0.039973386;0.087719718;0.321044576;0.186000845;0.285116419;0.240564637;0.082063953;0.059042711;0.012326198;0.023313535;0.111571701;0.443193914;0.399616978;0.157189109;0.40508385;0.137823539;0.087672226;0.016816157;0.114725608;0.037418367;0.034197775;0.126059512;0.040202965;0.051719201;0.26705465;0.320266273;0.360959877;0.739428765;0.220310269;0.040260967;0.923538212;0.076461788;0.597915298;0;0.402084702;0.287117878;0.399282921;0.267626896;0.045972304;0;0.020447898;0.020447898;0.08982781;0.244651641;0.297128895;0.327495857;f;NA;NA;-0.06;1
3136;0;0.75;0.25;0;0;0.75;0.25;0.25;0.75;0;0.25;0.375;0.375;0;0;0;0;0.5;0;0.5;0;0.428571429;0.285714286;0;0.285714286;0;0;0.666666667;0.333333333;0.6;0.4;0;0;0;0.833333333;0;0;0.166666667;0.125;0.125;0.5;0.125;0;0;0.125;0.2;0;0.6;0;0;0.2;0;0.25;0;0.25;0;0.25;0.25;0.3;0.2;0.2;0;0;0;0.1;0.2;0.333333333;0.5;0.166666667;0.230769231;0.153846154;0.153846154;0.076923077;0.153846154;0;0;0.153846154;0.076923077;0;0.428571429;0.285714286;0.285714286;0.75;0.25;0;0.75;0.25;1;0;0;0.5;0.333333333;0.166666667;0;0;0;0;0;0.25;0.375;0.375;f;A;a;-0.06;1
279;0;0.75;0.25;0;0;0.75;0.25;0.25;0.75;0;0.25;0.375;0.375;0;0;0;0;0.5;0;0.5;0;0.428571429;0.285714286;0;0.285714286;0;0;0.666666667;0.333333333;0.6;0.4;0;0;0;0.833333333;0;0;0.166666667;0.125;0.125;0.5;0.125;0;0;0.125;0.2;0;0.6;0;0;0.2;0;0.25;0;0.25;0;0.25;0.25;0.3;0.2;0.2;0;0;0;0.1;0.2;0.333333333;0.5;0.166666667;0.230769231;0.153846154;0.153846154;0.076923077;0.153846154;0;0;0.153846154;0.076923077;0;0.428571429;0.285714286;0.285714286;0.75;0.25;0;0.75;0.25;1;0;0;0.5;0.333333333;0.166666667;0;0;0;0;0;0.25;0.375;0.375;f;A;a;-0.06;1
3121;0;0;1;0;0;1;0;0;1;0;0.428571429;0.428571429;0.142857143;0;0;0;0;1;0;0;0;0;0.5;0;0.5;0;0;0;0;0.4;0.6;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0.166666667;0.166666667;0;0.5;0.166666667;0;0.333333333;0.444444444;0.111111111;0;0;0;0.111111111;1;0;0;0;0;0;0;0.5;0;0;0.5;0;0.25;0.5;0.25;0;0;0.5;0.5;1;0;0;0;1;0;0.25;0.5;0.25;0;0;0;0.333333333;0.166666667;0.166666667;0.333333333;f;F;d;-0.06;1
277;0;0;1;0;0;1;0;0;1;0;0.428571429;0.428571429;0.142857143;0;0;0;0;1;0;0;0;0;0.5;0;0.5;0;0;0;0;0.4;0.6;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0.166666667;0.166666667;0;0.5;0.166666667;0;0.333333333;0.444444444;0.111111111;0;0;0;0.111111111;1;0;0;0;0;0;0;0.5;0;0;0.5;0;0.25;0.5;0.25;0;0;0.5;0.5;1;0;0;0;1;0;0.25;0.5;0.25;0;0;0;0.333333333;0.166666667;0.166666667;0.333333333;f;F;d;-0.06;1
278;0;0;1;0;0;1;0;0;1;0;0.428571429;0.428571429;0.142857143;0;0;0;0;1;0;0;0;0;0.5;0;0.5;0;0;0;0;0.4;0.6;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0.166666667;0.166666667;0;0.5;0.166666667;0;0.333333333;0.444444444;0.111111111;0;0;0;0.111111111;1;0;0;0;0;0;0;0.5;0;0;0.5;0;0.25;0.5;0.25;0;0;0.5;0.5;1;0;0;0;1;0;0.25;0.5;0.25;0;0;0;0.333333333;0.166666667;0.166666667;0.333333333;f;F;d;-0.06;1
3120;0;0.273564155;0.726435845;0;0;0.905729455;0.094270545;0.094270545;0.905729455;0;0.333333333;0.333333333;0.333333333;0;0;0;0;0.75;0;0.25;0;0.161606648;0.419196676;0;0.419196676;0;0;0;1;0.563524779;0.436475221;0;0;0;1;0;0;0;0.04189802;0.04189802;0.499444753;0.332963168;0;0;0.08379604;0;0.490357965;0.509642035;0;0;0;0;0.266380955;0.141405817;0;0.047135272;0.047135272;0.497942684;0.158811948;0.368901497;0.262197007;0.105044774;0.073621259;0;0;0.031423515;0.402177497;0.411336409;0.186486094;0.626227484;0.111469822;0;0;0.075416436;0.073761604;0;0.075416436;0.037708218;0;0.114480153;0.374861188;0.510658659;1;0;0;1;0;0.666666667;0;0.333333333;0.251563122;0.45550587;0.24082355;0.052107458;0;0;0;0.116160665;0.240744229;0.294613112;0.348481994;f;NA;a;-0.06;1
283;0;0.273564155;0.726435845;0;0;0.905729455;0.094270545;0.094270545;0.905729455;0;0.333333333;0.333333333;0.333333333;0;0;0;0;0.75;0;0.25;0;0.161606648;0.419196676;0;0.419196676;0;0;0;1;0.563524779;0.436475221;0;0;0;1;0;0;0;0.04189802;0.04189802;0.499444753;0.332963168;0;0;0.08379604;0;0.490357965;0.509642035;0;0;0;0;0.266380955;0.141405817;0;0.047135272;0.047135272;0.497942684;0.158811948;0.368901497;0.262197007;0.105044774;0.073621259;0;0;0.031423515;0.402177497;0.411336409;0.186486094;0.626227484;0.111469822;0;0;0.075416436;0.073761604;0;0.075416436;0.037708218;0;0.114480153;0.374861188;0.510658659;1;0;0;1;0;0.666666667;0;0.333333333;0.251563122;0.45550587;0.24082355;0.052107458;0;0;0;0.116160665;0.240744229;0.294613112;0.348481994;f;NA;a;NA;NA
5082;0;0.75;0.25;0;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;0.75;0;0.25;0;0;0.5;0;0.5;0;0;0;0;0.5;0.5;0;0;0;1;0;0;0;0;0;0.6;0.4;0;0;0;0;0.4;0.6;0;0;0;0;0;0;0;0;0;1;0;0.285714286;0.428571429;0.142857143;0.142857143;0;0;0;0.333333333;0.5;0.166666667;1;0;0;0;0;0;0;0;0;0;0;0.4;0.6;1;0;0;1;0;0.666666667;0;0.333333333;0.142857143;0.428571429;0.285714286;0.142857143;0;0;0;0.1;0.3;0.3;0.3;e;A;a;-0.06;1
5083;0;0.75;0.25;0;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;0.75;0;0.25;0;0;0.5;0;0.5;0;0;0;0;0.5;0.5;0;0;0;1;0;0;0;0;0;0.6;0.4;0;0;0;0;0.4;0.6;0;0;0;0;0;0;0;0;0;1;0;0.285714286;0.428571429;0.142857143;0.142857143;0;0;0;0.333333333;0.5;0.166666667;1;0;0;0;0;0;0;0;0;0;0;0.4;0.6;1;0;0;1;0;0.666666667;0;0.333333333;0.142857143;0.428571429;0.285714286;0.142857143;0;0;0;0.1;0.3;0.3;0.3;e;A;a;-0.06;1
2335;0;0;1;0;0;0.75;0.25;0.25;0.75;0;0.333333333;0.333333333;0.333333333;0;0;0;0;0.75;0;0.25;0;0.428571429;0.285714286;0;0.285714286;0;0;0;1;0.6;0.4;0;0;0;1;0;0;0;0.111111111;0.111111111;0.333333333;0.222222222;0;0;0.222222222;0;0.4;0.6;0;0;0;0;0.25;0.375;0;0.125;0.125;0.125;0.25;0.416666667;0.166666667;0.083333333;0;0;0;0.083333333;0.333333333;0.333333333;0.333333333;0.4;0.1;0;0;0.2;0;0;0.2;0.1;0;0.166666667;0.333333333;0.5;1;0;0;1;0;0.666666667;0;0.333333333;0.333333333;0.5;0.166666667;0;0;0;0;0.142857143;0.142857143;0.285714286;0.428571429;f;A;a;-0.05811202;1
2336;0;0;1;0;0;0.75;0.25;0.25;0.75;0;0.333333333;0.333333333;0.333333333;0;0;0;0;0.75;0;0.25;0;0.428571429;0.285714286;0;0.285714286;0;0;0;1;0.6;0.4;0;0;0;1;0;0;0;0.111111111;0.111111111;0.333333333;0.222222222;0;0;0.222222222;0;0.4;0.6;0;0;0;0;0.25;0.375;0;0.125;0.125;0.125;0.25;0.416666667;0.166666667;0.083333333;0;0;0;0.083333333;0.333333333;0.333333333;0.333333333;0.4;0.1;0;0;0.2;0;0;0.2;0.1;0;0.166666667;0.333333333;0.5;1;0;0;1;0;0.666666667;0;0.333333333;0.333333333;0.5;0.166666667;0;0;0;0;0.142857143;0.142857143;0.285714286;0.428571429;f;A;a;-0.06;1
2338;0;0;1;0;0;0.75;0.25;0.25;0.75;0;0.333333333;0.333333333;0.333333333;0;0;0;0;0.75;0;0.25;0;0.428571429;0.285714286;0;0.285714286;0;0;0;1;0.6;0.4;0;0;0;1;0;0;0;0.111111111;0.111111111;0.333333333;0.222222222;0;0;0.222222222;0;0.4;0.6;0;0;0;0;0.25;0.375;0;0.125;0.125;0.125;0.25;0.416666667;0.166666667;0.083333333;0;0;0;0.083333333;0.333333333;0.333333333;0.333333333;0.4;0.1;0;0;0.2;0;0;0.2;0.1;0;0.166666667;0.333333333;0.5;1;0;0;1;0;0.666666667;0;0.333333333;0.333333333;0.5;0.166666667;0;0;0;0;0.142857143;0.142857143;0.285714286;0.428571429;f;A;a;-0.06;1
5142;0;0;1;0;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;0.75;0;0.25;0;0;0.5;0;0.5;0;0;0;0;0.6;0.4;0;0;0;1;0;0;0;0;0;0.6;0.4;0;0;0;0;0.75;0.25;0;0;0;0;0.666666667;0;0;0;0;0.333333333;0.25;0.416666667;0.166666667;0.083333333;0.083333333;0;0;0;0.6;0.4;0;0.428571429;0.285714286;0;0;0;0.285714286;0;0;0;0;0.2;0.4;0.4;1;0;0;1;0;0.666666667;0;0.333333333;0.285714286;0.428571429;0.285714286;0;0;0;0;0.1;0.3;0.3;0.3;f;A;a;-0.06;1
9773;0;0;1;0;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;0.75;0;0.25;0;0;0.5;0;0.5;0;0;0;0;0.6;0.4;0;0;0;1;0;0;0;0;0;0.6;0.4;0;0;0;0;0.75;0.25;0;0;0;0;0.666666667;0;0;0;0;0.333333333;0.25;0.416666667;0.166666667;0.083333333;0.083333333;0;0;0;0.6;0.4;0;0.428571429;0.285714286;0;0;0;0.285714286;0;0;0;0;0.2;0.4;0.4;1;0;0;1;0;0.666666667;0;0.333333333;0.285714286;0.428571429;0.285714286;0;0;0;0;0.1;0.3;0.3;0.3;f;A;a;-0.06;1
3163;0;0.002582896;0.470512621;0.526904483;0;0.896416055;0.015348651;0.015293734;0.950199634;0.005094867;0.292207543;0.353896229;0.353896229;0;0;0;0;0.913506758;0;0.086493242;0;0.050526131;0.322981178;0;0.626492691;0.061694485;0;0.422429147;0.515876368;0.406020747;0.593979253;0;0;0;1;0;0;0;0.020178633;0.437129214;0.04174618;0.333204163;0.028051525;0.01526522;0.124425066;0.020691139;0.879034447;0.030106505;0;0;0.070167909;0;0.224038483;0.343760032;0.161776777;0.066079935;0.044484593;0.15986018;0.171063993;0.211182577;0.24807998;0.111848238;0.060395844;0.036356251;0.013610757;0.147462361;0.596033676;0.292843801;0.111122523;0.22974461;0.132285063;0.134005627;0.006504652;0.172505154;0.0153895;0.086644231;0.195425375;0.027495788;0.151977747;0.40472285;0.24041748;0.202881923;0.429376015;0.371260231;0.081716695;0.931238241;0.068761759;0.271205391;0;0.61114755;0.176568772;0.390233556;0.367566553;0.065631119;0;0.042618092;0.042618092;0.106983462;0.250813355;0.266789039;0.29017796;f;NA;NA;-0.06;1
284;0;0;0.6;0.4;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0;0.25;0;0.75;0;0;0.666666667;0.333333333;0.5;0.5;0;0;0;1;0;0;0;0;0.4;0;0.4;0.1;0;0.1;0;1;0;0;0;0;0;0.375;0.375;0.125;0;0;0.125;0.1;0.3;0.3;0.1;0.1;0;0;0.1;0.428571429;0.428571429;0.142857143;0.333333333;0.222222222;0.222222222;0;0;0;0.111111111;0.111111111;0;0;0.25;0.375;0.375;0.5;0.5;0;1;0;0.5;0;0.5;0.375;0.375;0.25;0;0;0.083333333;0.083333333;0.083333333;0.25;0.25;0.25;f;B;a;-0.05811202;1
3172;0;0;0.6;0.4;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0;0.25;0;0.75;0;0;0.666666667;0.333333333;0.5;0.5;0;0;0;1;0;0;0;0;0.4;0;0.4;0.1;0;0.1;0;1;0;0;0;0;0;0.375;0.375;0.125;0;0;0.125;0;0.222222222;0.555555556;0.111111111;0.111111111;0;0;0;0.428571429;0.428571429;0.142857143;0.333333333;0.222222222;0.222222222;0;0;0;0.111111111;0.111111111;0;0;0.25;0.375;0.375;0.5;0.5;0;1;0;0.5;0;0.5;0;0.6;0.4;0;0;0.083333333;0.083333333;0.083333333;0.25;0.25;0.25;f;B;a;-0.06;1
3177;0;0;0.6;0.4;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0;0.25;0;0.75;0;0;0.666666667;0.333333333;0.5;0.5;0;0;0;1;0;0;0;0;0.4;0;0.4;0.1;0;0.1;0;1;0;0;0;0;0;0.375;0.375;0.125;0;0;0.125;0.375;0.375;0.25;0;0;0;0;0;0.428571429;0.428571429;0.142857143;0.333333333;0.222222222;0.222222222;0;0;0;0.111111111;0.111111111;0;0;0.25;0.375;0.375;0.5;0.5;0;1;0;0.5;0;0.5;0.2;0.4;0.4;0;0;0.083333333;0.083333333;0.083333333;0.25;0.25;0.25;f;B;a;-0.06;1
5084;0;0;0.6;0.4;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0;0.25;0;0.75;0;0;0.666666667;0.333333333;0.5;0.5;0;0;0;1;0;0;0;0;0.4;0;0.4;0.1;0;0.1;0;1;0;0;0;0;0;0.375;0.375;0.125;0;0;0.125;0.375;0.375;0.25;0;0;0;0;0;0.428571429;0.428571429;0.142857143;0.333333333;0.222222222;0.222222222;0;0;0;0.111111111;0.111111111;0;0;0.25;0.375;0.375;0.5;0.5;0;1;0;0.5;0;0.5;0.2;0.4;0.4;0;0;0.083333333;0.083333333;0.083333333;0.25;0.25;0.25;f;B;a;-0.06;1
3178;0;0;1;0;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0;0.25;0;0.75;0;0;0.666666667;0.333333333;0;1;0;0;0;1;0;0;0;0.083333333;0.333333333;0.083333333;0.333333333;0.083333333;0;0.083333333;0;1;0;0;0;0;0;0.375;0.375;0.125;0;0;0.125;0.181818182;0.272727273;0.272727273;0.090909091;0.090909091;0;0;0.090909091;0.428571429;0.428571429;0.142857143;0.333333333;0.222222222;0.222222222;0;0;0;0.111111111;0.111111111;0;0;0.25;0.375;0.375;0.5;0.5;0;1;0;0.5;0;0.5;0.2;0.6;0.2;0;0;0.083333333;0.083333333;0.083333333;0.25;0.25;0.25;f;B;a;-0.05811202;1
285;0;0;0.6;0.4;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0;0.25;0;0.75;0;0;0.666666667;0.333333333;0.5;0.5;0;0;0;1;0;0;0;0;0.4;0;0.4;0.1;0;0.1;0;1;0;0;0;0;0;0.375;0.375;0.125;0;0;0.125;0.1;0.3;0.3;0.1;0.1;0;0;0.1;0.428571429;0.428571429;0.142857143;0.333333333;0.222222222;0.222222222;0;0;0;0.111111111;0.111111111;0;0;0.25;0.375;0.375;0.5;0.5;0;1;0;0.5;0;0.5;0.375;0.375;0.25;0;0;0.083333333;0.083333333;0.083333333;0.25;0.25;0.25;f;B;a;-0.06;1
2339;0;0;0.25;0.75;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0;0.4;0;0.6;0;0;0;1;0.6;0.4;0;0;0;1;0;0;0;0;0.375;0.25;0.125;0;0;0.25;0;0.6;0.2;0;0;0.2;0;0.666666667;0.333333333;0;0;0;0;0.090909091;0.272727273;0.363636364;0.090909091;0.090909091;0.090909091;0;0;0.333333333;0.5;0.166666667;0.333333333;0.222222222;0;0;0;0;0;0.333333333;0.111111111;0;0.428571429;0.285714286;0.285714286;0.666666667;0.333333333;0;1;0;0.333333333;0;0.666666667;0.25;0.375;0.25;0.125;0;0;0;0.1;0.3;0.3;0.3;f;B;a;-0.05811202;1
5081;0;0;0.25;0.75;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0;0.4;0;0.6;0;0;0;1;0.6;0.4;0;0;0;1;0;0;0;0;0.375;0.25;0.125;0;0;0.25;0;0.6;0.2;0;0;0.2;0;0.666666667;0.333333333;0;0;0;0;0.090909091;0.272727273;0.363636364;0.090909091;0.090909091;0.090909091;0;0;0.333333333;0.5;0.166666667;0.333333333;0.222222222;0;0;0;0;0;0.333333333;0.111111111;0;0.428571429;0.285714286;0.285714286;0.666666667;0.333333333;0;1;0;0.333333333;0;0.666666667;0.25;0.375;0.25;0.125;0;0;0;0.1;0.3;0.3;0.3;f;B;a;-0.06;1
3186;0;0;0;1;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0.166666667;0.333333333;0;0.5;0;0;0.25;0.75;0.6;0.4;0;0;0;1;0;0;0;0;0.333333333;0;0.333333333;0;0.111111111;0.222222222;0;1;0;0;0;0;0;0.222222222;0.222222222;0.222222222;0.111111111;0;0.222222222;0.111111111;0.166666667;0.277777778;0.166666667;0.111111111;0.055555556;0.055555556;0.055555556;0.5;0.333333333;0.166666667;0.285714286;0.071428571;0.071428571;0.071428571;0.071428571;0.071428571;0;0.285714286;0.071428571;0.125;0.375;0.25;0.25;0.666666667;0.333333333;0;0.75;0.25;0.25;0;0.75;0.142857143;0.428571429;0.428571429;0;0;0;0;0.181818182;0.272727273;0.272727273;0.272727273;f;D;b;-0.05811202;1
